年月,隧道和大桥类别,行驶方向,日期,星期,时段,时刻,私家车的士电单车,单层巴士小巴5.5公吨及以下货车,双层巴士及5.5公吨以上货车,车流量
201509,TSCA,SB,2015/9/1,2,8 AM,08,2849,481,368,3698
201509,TKOT,EB,2015/9/29,2,6 PM,18,2693,504,261,3458
201509,ABT,SB,2015/9/4,5,7 AM,07,1595,416,456,2467
201509,CHT,NB,2015/9/16,3,11 PM,23,2519,270,199,2988
201509,LRT,NB,2015/9/1,2,6 PM,18,2369,354,278,3001
201509,WHC,SB,2015/9/14,1,8 AM,08,2923,633,450,4006
201509,LTL,WB,,,N.A.,N.A.,,,,
201509,TKOT,WB,2015/9/8,2,7 AM,07,2591,519,206,3316
201509,LTL,EB,2015/9/17,4,6 PM,18,2840,561,374,3775
201509,TCT,SB,2015/9/17,4,7 AM,07,2523,294,253,3070
201510,LRT,SB,2015/10/15,4,7 AM,07,2244,522,379,3145
201510,EHC,SB,2015/10/15,4,6 PM,18,2723,274,170,3167
201510,LRT,NB,2015/10/13,2,5 PM,17,2157,483,357,2997
201510,CHT,NB,2015/10/27,2,10 PM,22,2528,344,167,3039
201510,ABT,SB,2015/10/16,5,7 AM,07,1731,268,396,2395
201510,LTL,EB,2015/10/14,3,6 PM,18,2778,575,414,3767
201510,CHT,SB,2015/10/14,3,10 AM,10,1492,1195,486,3173
201510,TSCA,SB,2015/10/28,3,8 AM,08,2821,508,385,3714
201510,TKOT,EB,2015/10/26,1,6 PM,18,2692,539,239,3470
201510,TCT,SB,2015/10/15,4,7 AM,07,2533,294,263,3090
201510,TLT,NB,2015/10/28,3,7 PM,19,2102,630,588,3320
201510,TKOT,WB,2015/10/14,3,7 AM,07,2559,537,203,3299
201510,TLT,SB,2015/10/16,5,8 AM,08,2196,661,991,3848
201510,KTT,WB,2015/10/24,6,9 AM,09,,,,2458
201510,ABT,NB,2015/10/12,1,7 AM,07,1597,447,395,2439
201510,LTL,WB,,,N.A.,N.A.,,,,
201510,EHC,NB,2015/10/16,5,5 PM,17,2245,663,237,3145
201510,KTT,EB,2015/10/16,5,4 PM,16,,,,1834
201510,WHC,NB,2015/10/23,5,6 PM,18,3000,684,234,3918
201510,SMT,EB,2015/10/30,5,8 AM,08,1351,405,312,2068
201510,TSCA,NB,2015/10/12,1,6 PM,18,2371,381,242,2994
201510,SMT,WB,2015/10/30,5,8 AM,08,1512,487,292,2291
201510,TCT,NB,2015/10/20,2,6 PM,18,2228,397,268,2893
201510,WHC,SB,2015/10/26,1,8 AM,08,2898,656,407,3961
201511,SMT,WB,2015/11/30,1,8 AM,08,1661,421,315,2397
201511,KTT,WB,2015/11/21,6,9 AM,09,,,,2508
201511,LTL,WB,,,N.A.,N.A.,,,,
201511,TSCA,SB,2015/11/11,3,8 AM,08,2934,490,347,3771
201511,SMT,EB,2015/11/23,1,8 AM,08,1437,423,275,2135
201511,CHT,NB,2015/11/2,1,3 PM,15,1654,1138,412,3204
201511,TLT,SB,2015/11/25,3,8 AM,08,2161,683,1053,3897
201511,TCT,SB,2015/11/18,3,7 AM,07,2582,281,253,3116
201511,TKOT,WB,2015/11/30,1,7 AM,07,2591,514,207,3312
201511,WHC,NB,2015/11/27,5,6 PM,18,3287,731,232,4250
201511,TLT,NB,2015/11/3,2,7 PM,19,2023,668,576,3267
201511,ABT,SB,2015/11/30,1,7 AM,07,1604,391,433,2428
201511,CHT,SB,2015/11/2,1,3 PM,15,1794,1117,385,3296
201511,TSCA,NB,2015/11/18,3,6 PM,18,2530,392,277,3199
201511,LRT,NB,2015/11/16,1,5 PM,17,1854,848,310,3012
201511,TKOT,EB,2015/11/30,1,6 PM,18,2659,613,222,3494
201511,WHC,SB,2015/11/2,1,8 AM,08,2892,639,444,3975
201511,LRT,SB,2015/11/30,1,7 AM,07,2011,747,387,3145
201511,EHC,NB,2015/11/3,2,6 PM,18,2516,460,183,3159
201511,ABT,NB,2015/11/23,1,7 AM,07,1572,449,354,2375
201511,TCT,NB,2015/11/9,1,6 PM,18,2330,361,249,2940
201511,KTT,EB,2015/11/19,4,9 AM,09,,,,1839
201511,EHC,SB,2015/11/20,5,9 AM,09,2131,764,286,3181
201511,LTL,EB,2015/11/6,5,6 PM,18,2692,503,376,3571
201512,TLT,NB,2015/12/22,2,6 PM,18,2435,572,567,3574
201512,EHC,SB,2015/12/15,2,9 AM,09,2144,793,280,3217
201512,LTL,WB,,,N.A.,N.A.,,,,
201512,TKOT,EB,2015/12/31,4,6 PM,18,2803,434,215,3452
201512,SMT,WB,2015/12/16,3,8 AM,08,1536,475,313,2324
201512,EHC,NB,2015/12/22,2,4 PM,16,2395,574,220,3189
201512,TKOT,WB,2015/12/8,2,7 AM,07,2540,562,203,3305
201512,CHT,NB,2015/12/7,1,11 AM,11,1545,1057,483,3085
201512,LTL,EB,2015/12/18,5,6 PM,18,3012,525,401,3938
201512,TCT,NB,2015/12/16,3,6 PM,18,2287,373,243,2903
201512,TCT,SB,2015/12/1,2,7 AM,07,2522,300,266,3088
201512,CHT,SB,2015/12/29,2,11 AM,11,1676,1172,321,3169
201512,LRT,SB,2015/12/20,7,5 PM,17,2934,217,24,3175
201512,LRT,NB,2015/12/18,5,6 PM,18,2238,345,442,3025
201512,WHC,NB,2015/12/18,5,6 PM,18,3145,777,258,4180
201512,SMT,EB,2015/12/9,3,8 AM,08,1486,431,276,2193
201512,KTT,WB,2015/12/12,6,9 AM,09,,,,2417
201512,TSCA,NB,2015/12/22,2,6 PM,18,2654,354,215,3223
201512,WHC,SB,2015/12/11,5,8 AM,08,2885,654,444,3983
201512,ABT,NB,2015/12/7,1,7 AM,07,1428,599,358,2385
201512,KTT,EB,2015/12/28,1,9 AM,09,,,,1843
201512,TSCA,SB,2015/12/9,3,8 AM,08,3130,575,352,4057
201512,TLT,SB,2015/12/24,4,8 AM,08,2384,765,1212,4361
201512,ABT,SB,2015/12/1,2,7 AM,07,1587,402,444,2433
201601,ABT,SB,2016/1/18,1,7 AM,07,1525,440,420,2385
201601,TCT,NB,2016/1/27,3,6 PM,18,2201,407,276,2884
201601,EHC,SB,2016/1/12,2,9 AM,09,2145,744,297,3186
201601,TKOT,EB,2016/1/25,1,7 PM,19,2626,566,241,3433
201601,CHT,SB,2016/1/10,7,11 AM,11,2364,554,188,3106
201601,LRT,SB,2016/1/7,4,7 AM,07,2356,423,371,3150
201601,SMT,EB,2016/1/28,4,8 AM,08,1437,452,278,2167
201601,LTL,EB,2016/1/29,5,6 PM,18,2574,524,441,3539
201601,WHC,SB,2016/1/11,1,8 AM,08,2953,630,369,3952
201601,TKOT,WB,2016/1/14,4,7 AM,07,2560,523,234,3317
201601,SMT,WB,2016/1/4,1,8 AM,08,1626,432,317,2375
201601,TCT,SB,2016/1/13,3,7 AM,07,2492,297,271,3060
201601,EHC,NB,2016/1/25,1,6 PM,18,2480,431,190,3101
201601,TSCA,NB,2016/1/20,3,6 PM,18,2311,406,276,2993
201601,ABT,NB,2016/1/21,4,7 AM,07,1428,556,423,2407
201601,CHT,NB,2016/1/13,3,11 PM,23,2519,245,212,2976
201601,TLT,NB,2016/1/15,5,7 PM,19,2058,533,549,3140
201601,LRT,NB,2016/1/8,5,5 PM,17,1890,789,322,3001
201601,KTT,EB,2016/1/28,4,9 AM,09,,,,1833
201601,TLT,SB,2016/1/28,4,8 AM,08,2342,733,1019,4094
201601,WHC,NB,2016/1/29,5,6 PM,18,2957,698,241,3896
201601,TSCA,SB,2016/1/22,5,8 AM,08,2962,491,387,3840
201601,KTT,WB,2016/1/16,6,9 AM,09,,,,2399
201601,LTL,WB,,,N.A.,N.A.,,,,
201602,TSCA,SB,2016/2/23,2,8 AM,08,2944,499,343,3786
201602,SMT,WB,2016/2/3,3,8 AM,08,1546,452,321,2319
201602,KTT,WB,2016/2/9,2,8 AM,08,,,,2647
201602,TCT,NB,2016/2/4,4,6 PM,18,2289,368,256,2913
201602,TSCA,NB,2016/2/3,3,6 PM,18,2429,411,285,3125
201602,ABT,SB,2016/2/26,5,7 AM,07,1569,391,418,2378
201602,EHC,NB,2016/2/26,5,5 PM,17,2284,631,228,3143
201602,LTL,EB,2016/2/29,1,6 PM,18,2733,538,360,3631
201602,LRT,SB,2016/2/25,4,7 AM,07,2212,584,376,3172
201602,WHC,NB,2016/2/3,3,6 PM,18,2851,685,251,3787
201602,TLT,NB,2016/2/3,3,7 PM,19,1820,447,468,2735
201602,TLT,SB,2016/2/24,3,8 AM,08,2377,754,995,4126
201602,WHC,SB,2016/2/22,1,8 AM,08,2811,613,420,3844
201602,TKOT,EB,2016/2/25,4,6 PM,18,2690,499,262,3451
201602,CHT,SB,2016/2/25,4,8 AM,08,1978,745,501,3224
201602,ABT,NB,2016/2/22,1,7 AM,07,1584,398,409,2391
201602,LRT,NB,2016/2/29,1,5 PM,17,1895,832,312,3039
201602,CHT,NB,2016/2/16,2,10 PM,22,2607,288,146,3041
201602,SMT,EB,2016/2/22,1,8 AM,08,1448,417,271,2136
201602,EHC,SB,2016/2/24,3,9 AM,09,2167,735,285,3187
201602,TCT,SB,2016/2/2,2,7 AM,07,2466,295,259,3020
201602,LTL,WB,,,N.A.,N.A.,,,,
201602,TKOT,WB,2016/2/25,4,7 AM,07,2552,531,228,3311
201602,KTT,EB,2016/2/8,1,9 AM,09,,,,2396
201603,EHC,NB,2016/3/4,5,6 PM,18,2592,436,195,3223
201603,TKOT,WB,2016/3/14,1,7 AM,07,2639,479,198,3316
201603,KTT,WB,2016/3/12,6,9 AM,09,,,,2504
201603,TSCA,NB,2016/3/16,3,6 PM,18,2320,379,216,2915
201603,TCT,NB,2016/3/1,2,6 PM,18,2258,351,250,2859
201603,CHT,SB,2016/3/29,2,11 AM,11,1701,1122,410,3233
201603,TLT,SB,2016/3/11,5,8 AM,08,2560,797,1068,4425
201603,LTL,EB,2016/3/29,2,6 PM,18,2858,530,373,3761
201603,SMT,EB,2016/3/1,2,8 AM,08,1456,434,239,2129
201603,TSCA,SB,2016/3/7,1,8 AM,08,3131,483,294,3908
201603,LRT,NB,2016/3/16,3,6 PM,18,2140,610,277,3027
201603,TKOT,EB,2016/3/14,1,6 PM,18,2773,447,256,3476
201603,TLT,NB,2016/3/24,4,7 PM,19,1825,466,526,2817
201603,WHC,NB,2016/3/18,5,6 PM,18,2994,622,223,3839
201603,LRT,SB,2016/3/2,3,7 AM,07,2122,709,358,3189
201603,CHT,NB,2016/3/3,4,10 PM,22,2557,298,180,3035
201603,ABT,NB,2016/3/1,2,7 AM,07,1650,344,409,2403
201603,ABT,SB,2016/3/26,6,7 AM,07,1600,355,465,2420
201603,TCT,SB,2016/3/1,2,7 AM,07,2544,291,278,3113
201603,LTL,WB,,,N.A.,N.A.,,,,
201603,WHC,SB,2016/3/7,1,8 AM,08,3030,625,393,4048
201603,KTT,EB,2016/3/10,4,9 AM,09,,,,1831
201603,EHC,SB,2016/3/7,1,9 AM,09,2141,759,300,3200
201603,SMT,WB,2016/3/17,4,8 AM,08,1533,489,296,2318
201604,TLT,SB,2016/4/11,1,8 AM,08,2391,710,937,4038
201604,TLT,NB,2016/4/14,4,7 PM,19,2031,471,473,2975
201604,CHT,NB,2016/4/27,3,12 PM,12,1607,1118,374,3099
201604,ABT,SB,2016/4/21,4,7 AM,07,1644,376,398,2418
201604,CHT,SB,2016/4/8,5,10 AM,10,1464,1222,419,3105
201604,LTL,EB,2016/4/29,5,6 PM,18,2991,572,380,3943
201604,LTL,WB,,,N.A.,N.A.,,,,
201604,SMT,EB,2016/4/8,5,8 AM,08,1350,472,303,2125
201604,SMT,WB,2016/4/8,5,8 AM,08,1529,480,291,2300
201604,TSCA,SB,2016/4/27,3,8 AM,08,2917,547,366,3830
201604,WHC,SB,2016/4/15,5,8 AM,08,2957,630,395,3982
201604,EHC,NB,2016/4/29,5,5 PM,17,2263,653,238,3154
201604,TSCA,NB,2016/4/25,1,6 PM,18,2613,488,244,3345
201604,EHC,SB,2016/4/7,4,10 AM,10,2084,792,277,3153
201604,KTT,EB,2016/4/18,1,9 AM,09,,,,1806
201604,TCT,NB,2016/4/26,2,6 PM,18,2266,360,259,2885
201604,LRT,SB,2016/4/28,4,7 AM,07,2402,341,379,3122
201604,ABT,NB,2016/4/20,3,7 AM,07,1699,324,362,2385
201604,KTT,WB,2016/4/9,6,9 AM,09,,,,2414
201604,WHC,NB,2016/4/29,5,6 PM,18,3083,651,241,3975
201604,TKOT,WB,2016/4/29,5,7 AM,07,2438,615,221,3274
201604,TCT,SB,2016/4/21,4,7 AM,07,2505,285,252,3042
201604,LRT,NB,2016/4/5,2,5 PM,17,2025,617,375,3017
201604,TKOT,EB,2016/4/21,4,6 PM,18,2656,529,260,3445
201605,ABT,NB,2016/5/3,2,7 AM,07,1689,325,363,2377
201605,TKOT,EB,2016/5/5,4,6 PM,18,2778,506,221,3505
201605,TLT,NB,2016/5/6,5,7 PM,19,2086,529,507,3122
201605,LTL,WB,,,N.A.,N.A.,,,,
201605,TKOT,WB,2016/5/24,2,7 AM,07,2556,531,209,3296
201605,CHT,SB,2016/5/23,1,11 AM,11,1628,1273,327,3228
201605,SMT,EB,2016/5/17,2,8 AM,08,1396,434,332,2162
201605,EHC,SB,2016/5/4,3,9 AM,09,2105,791,280,3176
201605,CHT,NB,2016/5/11,3,4 PM,16,1654,1111,374,3139
201605,KTT,EB,2016/5/19,4,9 AM,09,,,,1838
201605,ABT,SB,2016/5/26,4,7 AM,07,1417,559,407,2383
201605,TSCA,NB,2016/5/24,2,6 PM,18,2415,420,247,3082
201605,EHC,NB,2016/5/4,3,6 PM,18,2479,437,220,3136
201605,KTT,WB,2016/5/7,6,9 AM,09,,,,2498
201605,TLT,SB,2016/5/26,4,8 AM,08,2228,720,1102,4050
201605,SMT,WB,2016/5/13,5,8 AM,08,1453,518,325,2296
201605,LRT,NB,2016/5/4,3,6 PM,18,2191,559,265,3015
201605,LRT,SB,2016/5/12,4,7 AM,07,2226,543,350,3119
201605,LTL,EB,2016/5/17,2,6 PM,18,2894,529,415,3838
201605,WHC,NB,2016/5/6,5,6 PM,18,3082,696,236,4014
201605,WHC,SB,2016/5/9,1,8 AM,08,2857,665,437,3959
201605,TCT,SB,2016/5/3,2,7 AM,07,2496,279,270,3045
201605,TCT,NB,2016/5/16,1,6 PM,18,2240,384,239,2863
201605,TSCA,SB,2016/5/10,2,8 AM,08,3092,428,309,3829
201606,TCT,SB,2016/6/3,5,7 AM,07,2441,282,269,2992
201606,TSCA,SB,2016/6/8,3,8 AM,08,3049,558,381,3988
201606,CHT,SB,2016/6/17,5,10 PM,22,2568,278,190,3036
201606,ABT,SB,2016/6/7,2,7 AM,07,1731,264,370,2365
201606,TLT,SB,2016/6/1,3,8 AM,08,2288,755,1045,4088
201606,EHC,NB,2016/6/14,2,6 PM,18,2498,417,200,3115
201606,CHT,NB,2016/6/14,2,11 PM,23,2511,282,185,2978
201606,SMT,EB,2016/6/21,2,8 AM,08,1399,514,269,2182
201606,TCT,NB,2016/6/21,2,6 PM,18,2239,377,252,2868
201606,LRT,NB,2016/6/16,4,6 PM,18,2157,554,277,2988
201606,KTT,WB,2016/6/11,6,9 AM,09,,,,2496
201606,KTT,EB,2016/6/17,5,4 PM,16,,,,1839
201606,LTL,WB,,,N.A.,N.A.,,,,
201606,WHC,NB,2016/6/17,5,6 PM,18,3007,661,219,3887
201606,TKOT,WB,2016/6/3,5,7 AM,07,2558,504,199,3261
201606,WHC,SB,2016/6/23,4,8 AM,08,2845,658,431,3934
201606,TLT,NB,2016/6/30,4,8 PM,20,2177,522,615,3314
201606,TSCA,NB,2016/6/22,3,6 PM,18,2450,394,279,3123
201606,TKOT,EB,2016/6/2,4,6 PM,18,2699,471,260,3430
201606,EHC,SB,2016/6/17,5,9 AM,09,2119,742,290,3151
201606,ABT,NB,2016/6/2,4,7 AM,07,1702,281,370,2353
201606,LTL,EB,2016/6/30,4,6 PM,18,2975,521,411,3907
201606,SMT,WB,2016/6/2,4,8 AM,08,1546,493,311,2350
201606,LRT,SB,2016/6/22,3,7 AM,07,2225,503,367,3095
201607,ABT,SB,2016/7/9,6,10 AM,10,1273,563,373,2209
201607,LTL,EB,2016/7/15,5,6 PM,18,2907,543,385,3835
201607,TSCA,SB,2016/7/5,2,8 AM,08,2965,533,398,3896
201607,SMT,EB,2016/7/19,2,8 AM,08,1401,441,305,2147
201607,ABT,NB,2016/7/9,6,10 AM,10,1305,534,379,2218
201607,KTT,EB,2016/7/18,1,9 AM,09,,,,1844
201607,TCT,SB,2016/7/25,1,8 AM,08,2147,369,360,2876
201607,LTL,WB,,,N.A.,N.A.,,,,
201607,CHT,NB,2016/7/18,1,1 PM,13,1613,994,385,2992
201607,CHT,SB,2016/7/7,4,11 PM,23,2599,248,188,3035
201607,KTT,WB,2016/7/23,6,9 AM,09,,,,2463
201607,TLT,NB,2016/7/19,2,7 PM,19,1887,468,523,2878
201607,SMT,WB,2016/7/4,1,8 AM,08,1514,449,272,2235
201607,TSCA,NB,2016/7/4,1,6 PM,18,2390,414,250,3054
201607,LRT,NB,2016/7/7,4,6 PM,18,2083,584,297,2964
201607,EHC,SB,2016/7/8,5,9 AM,09,2171,716,274,3161
201607,WHC,NB,2016/7/22,5,6 PM,18,2894,619,219,3732
201607,TCT,NB,2016/7/5,2,6 PM,18,2134,384,276,2794
201607,LRT,SB,2016/7/7,4,7 AM,07,2330,394,374,3098
201607,TLT,SB,2016/7/26,2,8 AM,08,2210,765,1013,3988
201607,WHC,SB,2016/7/5,2,8 AM,08,2762,626,441,3829
201607,TKOT,EB,2016/7/4,1,6 PM,18,2645,496,260,3401
201607,EHC,NB,2016/7/18,1,6 PM,18,2481,423,197,3101
201607,TKOT,WB,2016/7/8,5,7 AM,07,2386,480,288,3154
201608,CHT,NB,2016/8/13,6,10 AM,10,1712,843,398,2953
201608,SMT,EB,2016/8/23,2,8 AM,08,1431,503,255,2189
201608,TKOT,EB,2016/8/23,2,6 PM,18,2497,695,195,3387
201608,TCT,SB,2016/8/25,4,8 AM,08,2126,364,357,2847
201608,TSCA,NB,2016/8/1,1,6 PM,18,2714,400,192,3306
201608,TLT,NB,2016/8/8,1,6 PM,18,2012,630,678,3320
201608,TLT,SB,2016/8/17,3,8 AM,08,2348,700,979,4027
201608,ABT,NB,2016/8/2,2,1 PM,13,1895,257,188,2340
201608,TSCA,SB,2016/8/22,1,8 AM,08,2890,487,362,3739
201608,LRT,SB,2016/8/13,6,10 AM,10,2136,521,341,2998
201608,LTL,WB,,,N.A.,N.A.,,,,
201608,SMT,WB,2016/8/26,5,8 AM,08,1472,417,340,2229
201608,ABT,SB,2016/8/22,1,10 AM,10,1539,436,396,2371
201608,WHC,SB,2016/8/29,1,8 AM,08,2834,618,439,3891
201608,TKOT,WB,2016/8/22,1,8 AM,08,2422,485,280,3187
201608,TCT,NB,2016/8/30,2,6 PM,18,2173,364,261,2798
201608,EHC,SB,2016/8/30,2,9 AM,09,2116,706,308,3130
201608,LRT,NB,2016/8/12,5,6 PM,18,2141,565,257,2963
201608,WHC,NB,2016/8/26,5,6 PM,18,3065,667,228,3960
201608,KTT,EB,2016/8/11,4,9 AM,09,,,,1842
201608,LTL,EB,2016/8/26,5,6 PM,18,2980,523,414,3917
201608,KTT,WB,2016/8/27,6,9 AM,09,,,,2451
201608,EHC,NB,2016/8/30,2,6 PM,18,2454,441,204,3099
201608,CHT,SB,2016/8/13,6,10 AM,10,1712,1016,424,3152
201609,ABT,NB,2016/9/15,4,7 AM,07,1551,447,361,2359
201609,TLT,NB,2016/9/15,4,6 PM,18,2501,386,361,3248
201609,KTT,WB,2016/9/17,6,9 AM,09,,,,2457
201609,CHT,NB,2016/9/29,4,12 PM,12,1463,1139,348,2950
201609,LTL,WB,,,N.A.,N.A.,,,,
201609,SMT,EB,2016/9/15,4,5 PM,17,1816,323,189,2328
201609,TSCA,SB,2016/9/7,3,8 AM,08,3002,501,380,3883
201609,LRT,SB,2016/9/13,2,7 AM,07,2475,339,295,3109
201609,ABT,SB,2016/9/19,1,7 AM,07,1770,297,351,2418
201609,TKOT,WB,2016/9/22,4,7 AM,07,2439,596,216,3251
201609,EHC,NB,2016/9/23,5,6 PM,18,2461,448,205,3114
201609,TKOT,EB,2016/9/27,2,7 PM,19,2839,406,178,3423
201609,LRT,NB,2016/9/20,2,5 PM,17,1787,772,386,2945
201609,SMT,WB,2016/9/15,4,5 PM,17,1525,488,257,2270
201609,KTT,EB,2016/9/19,1,9 AM,09,,,,1845
201609,TCT,NB,2016/9/13,2,6 PM,18,2215,390,259,2864
201609,LTL,EB,2016/9/14,3,6 PM,18,2800,581,441,3822
201609,WHC,SB,2016/9/15,4,8 AM,08,3043,565,407,4015
201609,WHC,NB,2016/9/15,4,6 PM,18,3364,516,229,4109
201609,TLT,SB,2016/9/5,1,8 AM,08,2404,733,988,4125
201609,TSCA,NB,2016/9/7,3,6 PM,18,2687,488,270,3445
201609,EHC,SB,2016/9/30,5,7 AM,07,2624,316,199,3139
201609,CHT,SB,2016/9/26,1,10 AM,10,1396,1252,386,3034
201609,TCT,SB,2016/9/5,1,7 AM,07,2499,295,228,3022
201610,LRT,SB,2016/10/5,3,7 AM,07,2380,358,345,3083
201610,CHT,NB,2016/10/3,1,1 PM,13,1522,1054,381,2957
201610,KTT,WB,2016/10/15,6,9 AM,09,,,,2464
201610,TLT,NB,2016/10/19,3,6 PM,18,1992,548,619,3159
201610,TSCA,NB,2016/10/19,3,6 PM,18,2626,452,289,3367
201610,LTL,WB,,,N.A.,N.A.,,,,
201610,SMT,EB,2016/10/31,1,8 AM,08,1525,404,262,2191
201610,WHC,NB,2016/10/28,5,6 PM,18,3133,698,220,4051
201610,TCT,SB,2016/10/27,4,7 AM,07,2448,304,255,3007
201610,TKOT,EB,2016/10/25,2,6 PM,18,2655,506,228,3389
201610,TSCA,SB,2016/10/26,3,8 AM,08,2981,549,373,3903
201610,TKOT,WB,2016/10/6,4,7 AM,07,2527,509,216,3252
201610,LTL,EB,2016/10/14,5,6 PM,18,2947,573,388,3908
201610,TLT,SB,2016/10/28,5,8 AM,08,2340,757,1071,4168
201610,KTT,EB,2016/10/6,4,9 AM,09,,,,1818
201610,ABT,NB,2016/10/5,3,7 AM,07,1642,339,362,2343
201610,WHC,SB,2016/10/11,2,8 AM,08,2896,663,435,3994
201610,EHC,SB,2016/10/3,1,7 AM,07,2635,319,175,3129
201610,EHC,NB,2016/10/28,5,6 PM,18,2395,496,214,3105
201610,LRT,NB,2016/10/25,2,5 PM,17,2122,510,336,2968
201610,CHT,SB,2016/10/30,7,9 AM,09,2180,685,206,3071
201610,ABT,SB,2016/10/3,1,7 AM,07,1772,266,371,2409
201610,SMT,WB,2016/10/31,1,8 AM,08,1556,428,261,2245
201610,TCT,NB,2016/10/3,1,6 PM,18,2276,359,229,2864
201611,KTT,EB,2016/11/11,5,4 PM,16,,,,1828
201611,TKOT,WB,2016/11/16,3,7 AM,07,2484,547,227,3258
201611,TLT,SB,2016/11/7,1,8 AM,08,2466,848,1014,4328
201611,LTL,EB,2016/11/30,3,6 PM,18,2591,546,416,3553
201611,TSCA,NB,2016/11/2,3,6 PM,18,2683,425,238,3346
201611,EHC,NB,2016/11/4,5,6 PM,18,2398,524,216,3138
201611,EHC,SB,2016/11/17,4,10 AM,10,2076,816,268,3160
201611,LRT,SB,2016/11/24,4,7 AM,07,2369,385,365,3119
201611,TCT,NB,2016/11/14,1,6 PM,18,2220,369,246,2835
201611,LRT,NB,2016/11/16,3,5 PM,17,2033,627,321,2981
201611,KTT,WB,2016/11/19,6,9 AM,09,,,,2499
201611,TSCA,SB,2016/11/1,2,8 AM,08,3075,512,385,3972
201611,LTL,WB,,,N.A.,N.A.,,,,
201611,SMT,WB,2016/11/4,5,6 PM,18,1625,465,265,2355
201611,SMT,EB,2016/11/14,1,8 AM,08,1464,480,261,2205
201611,ABT,NB,2016/11/3,4,7 AM,07,1504,434,407,2345
201611,TLT,NB,2016/11/19,6,6 PM,18,1912,446,506,2864
201611,ABT,SB,2016/11/11,5,7 AM,07,1655,373,379,2407
201611,CHT,SB,2016/11/15,2,7 AM,07,2029,684,345,3058
201611,TKOT,EB,2016/11/2,3,6 PM,18,2774,447,208,3429
201611,CHT,NB,2016/11/3,4,9 PM,21,2395,391,187,2973
201611,WHC,SB,2016/11/17,4,9 AM,09,2820,952,472,4244
201611,WHC,NB,2016/11/11,5,6 PM,18,3263,721,241,4225
201611,TCT,SB,2016/11/24,4,7 AM,07,2477,306,256,3039
201612,LTL,EB,2016/12/2,5,6 PM,18,3247,584,442,4273
201612,TCT,NB,2016/12/12,1,6 PM,18,2204,344,287,2835
201612,TSCA,SB,2016/12/22,4,8 AM,08,2986,598,427,4011
201612,LRT,SB,2016/12/2,5,7 AM,07,2128,630,367,3125
201612,EHC,NB,2016/12/19,1,6 PM,18,2484,444,205,3133
201612,KTT,EB,2016/12/6,2,9 AM,09,,,,1804
201612,ABT,NB,2016/12/5,1,7 AM,07,1597,372,395,2364
201612,WHC,NB,2016/12/16,5,6 PM,18,3236,747,236,4219
201612,LTL,WB,,,N.A.,N.A.,,,,
201612,EHC,SB,2016/12/12,1,10 AM,10,2096,786,277,3159
201612,KTT,WB,2016/12/10,6,9 AM,09,,,,2461
201612,TLT,NB,2016/12/21,3,6 PM,18,2341,411,519,3271
201612,CHT,NB,2016/12/5,1,3 PM,15,1622,1087,401,3110
201612,ABT,SB,2016/12/13,2,9 AM,09,1486,522,417,2425
201612,CHT,SB,2016/12/5,1,3 PM,15,1727,1096,337,3160
201612,LRT,NB,2016/12/19,1,10 PM,22,2362,465,150,2977
201612,TLT,SB,2016/12/13,2,8 AM,08,2440,746,1143,4329
201612,TSCA,NB,2016/12/21,3,6 PM,18,2744,372,239,3355
201612,TCT,SB,2016/12/2,5,7 AM,07,2458,279,286,3023
201612,TKOT,EB,2016/12/12,1,6 PM,18,2675,510,210,3395
201612,SMT,EB,2016/12/21,3,4 PM,16,1314,580,358,2252
201612,SMT,WB,2016/12/22,4,8 AM,08,1483,488,293,2264
201612,WHC,SB,2016/12/12,1,8 AM,08,2945,655,434,4034
201612,TKOT,WB,2016/12/6,2,7 AM,07,2417,645,232,3294
201701,CHT,SB,2017/1/19,4,9 AM,09,1483,1310,516,3309
201701,ABT,SB,2017/1/9,1,9 AM,09,1625,327,373,2325
201701,LRT,SB,2017/1/28,6,12 PM,12,2797,208,150,3155
201701,TLT,SB,2017/1/18,3,8 AM,08,2303,775,1199,4277
201701,LTL,WB,,,N.A.,N.A.,,,,
201701,KTT,EB,2017/1/9,1,9 AM,09,,,,1839
201701,TCT,NB,2017/1/23,1,6 PM,18,2203,397,273,2873
201701,TSCA,NB,2017/1/18,3,6 PM,18,2582,440,311,3333
201701,LTL,EB,2017/1/3,2,6 PM,18,3098,567,405,4070
201701,KTT,WB,2017/1/7,6,9 AM,09,,,,2448
201701,EHC,NB,2017/1/23,1,5 PM,17,2304,625,221,3150
201701,TKOT,EB,2017/1/3,2,6 PM,18,2707,470,213,3390
201701,WHC,SB,2017/1/9,1,8 AM,08,3068,627,423,4118
201701,SMT,WB,2017/1/17,2,8 AM,08,1552,416,276,2244
201701,WHC,NB,2017/1/20,5,6 PM,18,3004,692,251,3947
201701,TSCA,SB,2017/1/5,4,8 AM,08,3109,496,423,4028
201701,EHC,SB,2017/1/9,1,9 AM,09,2127,759,299,3185
201701,ABT,NB,2017/1/6,5,7 AM,07,1497,412,352,2261
201701,SMT,EB,2017/1/9,1,8 AM,08,1427,432,290,2149
201701,TLT,NB,2017/1/5,4,6 PM,18,1872,549,656,3077
201701,CHT,NB,2017/1/13,5,3 PM,15,1655,999,401,3055
201701,LRT,NB,2017/1/11,3,5 PM,17,1959,727,341,3027
